,type,url,review_rating,film_name,no_of_reviewer
91,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,97%,"Crouching Tiger, Hidden Dragon (2001)",158
92,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,96%,The Searchers (1956),49
93,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,96%,The Fugitive (1993),79
94,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,96%,"Aguirre, the Wrath of God (Aguirre, der Zorn Gottes) (1972)",50
95,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,98%,Bullitt (1968),42
96,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,96%,Apollo 13 (1995),93
97,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,93%,The Lion King (1994),130
98,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,88%,Annihilation (2018),323
99,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,96%,Catch Me If You Can (2002),203
100,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,97%,Toy Story 4 (2019),452
101,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,97%,Spider-Man: Into the Spider-Verse (2018),392
102,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,98%,Inside Out (2015),376
103,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,97%,Coco (2017),352
104,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,98%,Snow White and the Seven Dwarfs (1937),54
105,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,93%,Incredibles 2 (2018),387
106,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,98%,Zootopia (2016),297
107,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,99%,Paddington 2 (2018),246
108,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,98%,Up (2009),298
109,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,98%,Toy Story 3 (2010),309
110,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,100%,Toy Story 2 (1999),169
111,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,94%,Finding Dory (2016),336
112,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,100%,Pinocchio (1940),56
113,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,99%,Finding Nemo (2003),269
114,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,96%,The LEGO Movie (2014),253
115,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,95%,Moana (2016),283
116,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,90%,Isle of Dogs (2018),367
117,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,100%,Toy Story (1995),91
118,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,97%,Kubo and the Two Strings (2016),224
119,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,99%,How to Train Your Dragon (2010),212
120,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,99%,Shaun the Sheep Movie (2015),170
121,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,95%,WALL-E (2008),260
122,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,98%,Dumbo (1941),43
123,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,96%,Ratatouille (2007),251
124,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,99%,My Life as a Zucchini (Ma vie de courgette) (2017),137
125,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,97%,The Incredibles (2004),248
126,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,100%,Only Yesterday (1991),58
127,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,98%,101 Dalmatians (1961),52
128,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,90%,The Lego Batman Movie (2017),313
129,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,97%,Chicken Run (2000),172
130,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,94%,Beauty and the Beast (1991),118
131,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,92%,Anomalisa (2015),277
132,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,95%,The Nightmare Before Christmas (1993),97
133,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,96%,"Monsters, Inc. (2001)",198
134,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,88%,Onward (2020),337
135,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,100%,Grave of the Fireflies (Hotaru no haka) (1988),40
136,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,97%,Spirited Away (2002),192
137,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,98%,Your Name. (Kimi No Na Wa.) (2017),116
138,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,99%,Song Of The Sea (2014),97
139,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,96%,The Iron Giant (1999),142
140,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,99%,Tower (2016),100
141,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,95%,Fantasia (1940),56
142,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,93%,The Lion King (1994),130
143,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,97%,Who Framed Roger Rabbit (1988),66
144,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,96%,Waltz with Bashir (2008),153
145,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,90%,How to Train Your Dragon: The Hidden World (2019),271
146,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,96%,Persepolis (2007),162
147,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,95%,Yellow Submarine (1968),60
148,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,95%,Wallace & Gromit: The Curse of the Were-Rabbit (2005),184
149,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,93%,Fantastic Mr. Fox (2009),245
150,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,98%,Kiki's Delivery Service (1989),42
151,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,98%,Ernest & Célestine (2014),81
152,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,95%,The Secret World of Arrietty (2012),152
153,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,95%,Aladdin (1992),74
154,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,90%,Frozen (2013),250
155,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,93%,The Red Turtle (La tortue rouge) (2017),169
156,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,88%,Ralph Breaks the Internet (2018),274
157,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,98%,Long Way North (Tout en haut du monde) (2016),54
158,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,90%,Big Hero 6 (2014),227
159,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,90%,Coraline (2009),270
160,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,96%,Ghost in the Shell (1996),57
161,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,96%,I Lost My Body (2019),83
162,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,95%,The Breadwinner (2017),105
163,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,96%,A Shaun the Sheep Movie: Farmageddon (2020),78
164,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,93%,The Little Mermaid (1989),71
165,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,91%,How to Train Your Dragon 2 (2014),188
166,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,94%,The Triplets of Belleville (2003),150
167,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,93%,Lady and the Tramp (1955),43
168,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,93%,Princess Mononoke (Mononoke-hime) (1999),112
169,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,94%,My Neighbor Totoro (1988),54
170,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,90%,Bambi (1942),52
171,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,92%,Arthur Christmas (2011),169
172,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,92%,Antz (1998),93
173,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,84%,The LEGO Movie 2: The Second Part (2019),299
174,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,92%,A Bug's Life (1998),88
175,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,95%,Mary and Max (2009),65
176,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,91%,Ponyo (2009),172
177,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,94%,Klaus (2019),70
178,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,91%,Teen Titans Go! To the Movies (2018),133
179,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,89%,Bolt (2008),189
180,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,89%,Tangled (2010),227
181,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,89%,Shrek 2 (2004),237
182,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,89%,ParaNorman (2012),186
183,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,87%,Frankenweenie (2012),222
184,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,88%,Shrek (2001),208
185,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,91%,James and the Giant Peach (1996),74
186,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,88%,Rango (2011),222
187,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,88%,Missing Link (2019),171
188,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,88%,The Wind Rises (2014),178
189,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,87%,The Simpsons Movie (2007),223
190,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,93%,Boy and the World (O Menino e o Mundo) (2015),58
191,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,87%,The Peanuts Movie (2015),197
192,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,91%,When Marnie Was There (2015),100
193,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,93%,Millennium Actress (Sennen joyû) (2001),57
194,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,87%,Kung Fu Panda (2008),190
195,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,87%,Wreck-it Ralph (2012),189
196,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,89%,Sleeping Beauty (1959),46
197,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,90%,Winnie the Pooh (2011),131
198,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,90%,The Illusionist (L'illusionniste) (2010),134
199,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,87%,Kung Fu Panda 3 (2016),179
200,Top 100 Art House & International Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_art_house__international_movies/,98%,Parasite (Gisaengchung) (2019),463
201,Top 100 Art House & International Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_art_house__international_movies/,99%,The Cabinet of Dr. Caligari (Das Cabinet des Dr. Caligari) (1920),67
